doc_id,topic_00,topic_01,topic_02,topic_03,topic_04
388,0.83200675,0.124230765,-0.0059599504,0.53772736,0.05608275
389,0.7886122,0.0980944,0.026583217,0.5961633,0.1111352
390,0.7777162,0.2744953,-0.014965621,0.5442301,-0.15296915
391,0.93823296,0.0127056055,0.29373106,-0.15497795,-0.09623556
392,0.87040675,-0.23745064,0.28002658,-0.266698,0.19096188
393,0.9082679,0.2671814,0.0059930636,-0.114433266,-0.30088642
394,0.7610303,0.45769963,-0.30577776,-0.27932918,-0.19954729
395,0.7624163,0.45716113,-0.3047605,-0.27719718,-0.20001921
396,0.80027604,0.45981383,-0.30660024,-0.17378166,-0.15467936
397,0.89300585,0.07343246,0.22570163,-0.18823414,-0.3328288
398,0.7930006,-0.2708309,0.2379178,0.42839068,-0.24016087
399,0.792622,0.2866481,-0.40562448,0.13666801,0.32615003
400,0.7792198,-0.08490821,0.039965045,0.52793473,-0.32449183
401,0.76555365,-0.33811587,0.45640048,-0.28345627,-0.104672775
402,0.7297442,-0.5709195,-0.18438525,0.04819081,0.3243518
403,0.89568996,0.17198111,0.31419247,0.2560174,-0.062451094
404,0.7208727,-0.4942135,-0.22717041,0.09826803,0.41812983
405,0.78387004,-0.31329325,0.39562216,-0.087022334,-0.35114855
406,0.68385166,-0.48093018,0.49453986,-0.119737096,-0.20529594
